soc_code,official_soc_title,cip_code,cip_title
11-9121,Natural Sciences Managers,40.0402,Atmospheric Chemistry and Climatology.
11-9121,Natural Sciences Managers,40.0403,Atmospheric Physics and Dynamics.
11-9121,Natural Sciences Managers,40.0404,Meteorology.
11-9121,Natural Sciences Managers,40.0499,"Atmospheric Sciences and Meteorology, Other."
11-9121,Natural Sciences Managers,40.0501,"Chemistry, General."
11-9121,Natural Sciences Managers,40.0502,Analytical Chemistry.
11-9121,Natural Sciences Managers,40.0503,Inorganic Chemistry.
11-9121,Natural Sciences Managers,40.0504,Organic Chemistry.
11-9121,Natural Sciences Managers,40.0506,Physical Chemistry.
11-9121,Natural Sciences Managers,40.0507,Polymer Chemistry.
11-9121,Natural Sciences Managers,40.0508,Chemical Physics.
11-9121,Natural Sciences Managers,40.0509,Environmental Chemistry.
11-9121,Natural Sciences Managers,40.0510,Forensic Chemistry.
11-9121,Natural Sciences Managers,40.0511,Theoretical Chemistry.
11-9121,Natural Sciences Managers,40.0512,Cheminformatics/Chemistry Informatics.
11-9121,Natural Sciences Managers,40.0599,"Chemistry, Other."
11-9121,Natural Sciences Managers,40.0601,"Geology/Earth Science, General."
11-9121,Natural Sciences Managers,40.0602,Geochemistry.
11-9121,Natural Sciences Managers,40.0603,Geophysics and Seismology.
11-9121,Natural Sciences Managers,40.0604,Paleontology.
11-9121,Natural Sciences Managers,40.0605,Hydrology and Water Resources Science.
11-9121,Natural Sciences Managers,40.0606,Geochemistry and Petrology.
11-9121,Natural Sciences Managers,40.0607,"Oceanography, Chemical and Physical."
11-9121,Natural Sciences Managers,40.0699,"Geological and Earth Sciences/Geosciences, Other."
11-9121,Natural Sciences Managers,40.0801,"Physics, General."
11-9121,Natural Sciences Managers,40.0802,Atomic/Molecular Physics.
11-9121,Natural Sciences Managers,40.0804,Elementary Particle Physics.
11-9121,Natural Sciences Managers,40.0805,Plasma and High-Temperature Physics.
11-9121,Natural Sciences Managers,40.0806,Nuclear Physics.
11-9121,Natural Sciences Managers,40.0807,Optics/Optical Sciences.
11-9121,Natural Sciences Managers,40.0808,Condensed Matter and Materials Physics.
11-9121,Natural Sciences Managers,40.0809,Acoustics.
11-9121,Natural Sciences Managers,40.0810,Theoretical and Mathematical Physics.
11-9121,Natural Sciences Managers,40.0899,"Physics, Other."
11-9121,Natural Sciences Managers,40.1002,Materials Chemistry.
11-9121,Natural Sciences Managers,40.1099,"Materials Sciences, Other."
11-9121,Natural Sciences Managers,40.1101,Physics and Astronomy.
11-9121,Natural Sciences Managers,40.9999,"Physical Sciences, Other."
11-9121,Natural Sciences Managers,51.1401,Medical Science/Scientist.
11-9121,Natural Sciences Managers,51.2006,Clinical and Industrial Drug Development.
11-9121,Natural Sciences Managers,52.0210,Research and Development Management.
11-9121,Natural Sciences Managers,52.0214,Research Administration.
11-9121,Natural Sciences Managers,52.0216,Science/Technology Management.
11-9121,Natural Sciences Managers,54.0104,History and Philosophy of Science and Technology.
11-9131,Postmasters and Mail Superintendents,44.0401,Public Administration.
11-9141,"Property, Real Estate, and Community Association Managers",04.1001,Real Estate Development.
11-9141,"Property, Real Estate, and Community Association Managers",52.1501,Real Estate.
11-9179,"Personal Service Managers, All Other",12.0412,Salon/Beauty Salon Management/Manager.
11-9179,"Personal Service Managers, All Other",52.0101,"Business/Commerce, General."
11-9179,"Personal Service Managers, All Other",52.0201,"Business Administration and Management, General."
11-9179,"Personal Service Managers, All Other",52.0212,Retail Management.
11-9179,"Personal Service Managers, All Other",52.0703,Small Business Administration/Management.
11-9179,"Personal Service Managers, All Other",52.0901,"Hospitality Administration/Management, General."
11-9179,"Personal Service Managers, All Other",52.0903,Tourism and Travel Services Management.
11-9199,"Managers, All Other",09.0702,Digital Communication and Media/Multimedia.
11-9199,"Managers, All Other",11.1005,Information Technology Project Management.
11-9199,"Managers, All Other",25.0101,Library and Information Science.
11-9199,"Managers, All Other",25.0103,Archives/Archival Administration.
11-9199,"Managers, All Other",30.0601,Systems Science and Theory.
11-9199,"Managers, All Other",30.1202,Cultural Resource Management and Policy Analysis.
11-9199,"Managers, All Other",30.3901,Economics and Computer Science.
11-9199,"Managers, All Other",30.4001,Economics and Foreign Language/Literature.
11-9199,"Managers, All Other",30.4201,Geoarcheaology.
11-9199,"Managers, All Other",30.4501,History and Language/Literature.
11-9199,"Managers, All Other",30.4601,History and Political Science.
11-9199,"Managers, All Other",30.4701,Linguistics and Anthropology.
11-9199,"Managers, All Other",30.5101,"Philosophy, Politics, and Economics."
11-9199,"Managers, All Other",30.5201,"Digital Humanities and Textual Studies, General."
11-9199,"Managers, All Other",30.5202,Digital Humanities.
11-9199,"Managers, All Other",30.5203,Textual Studies.
11-9199,"Managers, All Other",39.0801,Religious Institution Administration and Management.
11-9199,"Managers, All Other",42.0101,"Psychology, General."
11-9199,"Managers, All Other",42.2701,Cognitive Psychology and Psycholinguistics.
11-9199,"Managers, All Other",42.2702,Comparative Psychology.
11-9199,"Managers, All Other",42.2703,Developmental and Child Psychology.
11-9199,"Managers, All Other",42.2704,Experimental Psychology.
11-9199,"Managers, All Other",42.2705,Personality Psychology.
11-9199,"Managers, All Other",42.2706,Behavioral Neuroscience.
11-9199,"Managers, All Other",42.2707,Social Psychology.
11-9199,"Managers, All Other",42.2708,Psychometrics and Quantitative Psychology.
11-9199,"Managers, All Other",42.2709,Psychopharmacology.
11-9199,"Managers, All Other",42.2710,Developmental and Adolescent Psychology.
11-9199,"Managers, All Other",42.2799,"Research and Experimental Psychology, Other."
11-9199,"Managers, All Other",42.2801,Clinical Psychology.
11-9199,"Managers, All Other",42.2802,Community Psychology.
11-9199,"Managers, All Other",42.2803,Counseling Psychology.
11-9199,"Managers, All Other",42.2804,Industrial and Organizational Psychology.
11-9199,"Managers, All Other",42.2805,School Psychology.
11-9199,"Managers, All Other",42.2806,Educational Psychology.
11-9199,"Managers, All Other",42.2807,Clinical Child Psychology.
11-9199,"Managers, All Other",42.2808,Environmental Psychology.
11-9199,"Managers, All Other",42.2809,Geropsychology.
11-9199,"Managers, All Other",42.2810,Health/Medical Psychology.
11-9199,"Managers, All Other",42.2811,Family Psychology.
11-9199,"Managers, All Other",42.2812,Forensic Psychology.
11-9199,"Managers, All Other",42.2813,Applied Psychology.
11-9199,"Managers, All Other",42.2814,Applied Behavior Analysis.
11-9199,"Managers, All Other",42.2899,"Clinical, Counseling and Applied Psychology, Other."
11-9199,"Managers, All Other",42.9999,"Psychology, Other."
11-9199,"Managers, All Other",43.0100,"Criminal Justice and Corrections, General."
11-9199,"Managers, All Other",43.0103,Criminal Justice/Law Enforcement Administration.
11-9199,"Managers, All Other",43.0115,Law Enforcement Record-Keeping and Evidence Management.
11-9199,"Managers, All Other",43.0202,Fire Services Administration.
11-9199,"Managers, All Other",43.0301,Homeland Security.
11-9199,"Managers, All Other",43.0302,Crisis/Emergency/Disaster Management.
11-9199,"Managers, All Other",43.0303,Critical Infrastructure Protection.
11-9199,"Managers, All Other",43.0304,Terrorism and Counterterrorism Operations.
11-9199,"Managers, All Other",43.0404,Cybersecurity Defense Strategy/Policy.
11-9199,"Managers, All Other",44.0401,Public Administration.
11-9199,"Managers, All Other",44.0402,Public Works Management.
11-9199,"Managers, All Other",44.0499,"Public Administration, Other."
11-9199,"Managers, All Other",45.0101,"Social Sciences, General."
11-9199,"Managers, All Other",45.0102,Research Methodology and Quantitative Methods.
11-9199,"Managers, All Other",45.0103,Survey Research/Methodology.
11-9199,"Managers, All Other",45.0199,"Social Sciences, Other."
11-9199,"Managers, All Other",45.0201,"Anthropology, General."
11-9199,"Managers, All Other",45.0202,Physical and Biological Anthropology.
11-9199,"Managers, All Other",45.0203,Medical Anthropology.
11-9199,"Managers, All Other",45.0204,Cultural Anthropology.
11-9199,"Managers, All Other",45.0205,Forensic Anthropology.
11-9199,"Managers, All Other",45.0299,"Anthropology, Other."
11-9199,"Managers, All Other",45.0301,Archeology.
11-9199,"Managers, All Other",45.0401,Criminology.
11-9199,"Managers, All Other",45.0501,Demography and Population Studies.
11-9199,"Managers, All Other",45.0502,Applied Demography.
11-9199,"Managers, All Other",45.0599,"Demography, Other."
11-9199,"Managers, All Other",45.0601,"Economics, General."
11-9199,"Managers, All Other",45.0602,Applied Economics.
11-9199,"Managers, All Other",45.0603,Econometrics and Quantitative Economics.
11-9199,"Managers, All Other",45.0604,Development Economics and International Development.
11-9199,"Managers, All Other",45.0605,International Economics.
11-9199,"Managers, All Other",45.0699,"Economics, Other."
11-9199,"Managers, All Other",45.0701,Geography.
11-9199,"Managers, All Other",45.0702,Geographic Information Science and Cartography.
11-9199,"Managers, All Other",45.0799,"Geography, Other."
11-9199,"Managers, All Other",45.0901,International Relations and Affairs.
11-9199,"Managers, All Other",45.0902,National Security Policy Studies.
11-9199,"Managers, All Other",45.0999,"International Relations and National Security Studies, Other."
11-9199,"Managers, All Other",45.1001,"Political Science and Government, General."
11-9199,"Managers, All Other",45.1002,American Government and Politics (United States).
11-9199,"Managers, All Other",45.1003,Canadian Government and Politics.
11-9199,"Managers, All Other",45.1004,Political Economy.
11-9199,"Managers, All Other",45.1099,"Political Science and Government, Other."
11-9199,"Managers, All Other",45.1101,"Sociology, General."
11-9199,"Managers, All Other",45.1102,Applied/Public Sociology.
11-9199,"Managers, All Other",45.1103,Rural Sociology.
11-9199,"Managers, All Other",45.1199,"Sociology, Other."
11-9199,"Managers, All Other",45.1201,Urban Studies/Affairs.
11-9199,"Managers, All Other",45.1301,Sociology and Anthropology.
11-9199,"Managers, All Other",45.1501,Geography and Anthropology.
11-9199,"Managers, All Other",45.9999,"Social Sciences, Other."
11-9199,"Managers, All Other",50.1001,"Arts, Entertainment, and Media Management, General."
11-9199,"Managers, All Other",50.1002,Fine and Studio Arts Management.
11-9199,"Managers, All Other",50.1004,Theatre/Theatre Arts Management.
11-9199,"Managers, All Other",50.1099,"Arts, Entertainment, and Media Management, Other."
11-9199,"Managers, All Other",51.0719,Clinical Research Coordinator.
11-9199,"Managers, All Other",51.2009,Industrial and Physical Pharmacy and Cosmetic Sciences.
11-9199,"Managers, All Other",52.0101,"Business/Commerce, General."
11-9199,"Managers, All Other",52.0201,"Business Administration and Management, General."
11-9199,"Managers, All Other",52.0206,Non-Profit/Public/Organizational Management.
11-9199,"Managers, All Other",52.0210,Research and Development Management.
11-9199,"Managers, All Other",52.0211,Project Management.
11-9199,"Managers, All Other",52.0213,Organizational Leadership.
11-9199,"Managers, All Other",52.0214,Research Administration.
11-9199,"Managers, All Other",52.0216,Science/Technology Management.
11-9199,"Managers, All Other",52.0701,Entrepreneurship/Entrepreneurial Studies.
11-9199,"Managers, All Other",52.0702,Franchising and Franchise Operations.
11-9199,"Managers, All Other",52.0703,Small Business Administration/Management.
11-9199,"Managers, All Other",52.0704,Social Entrepreneurship.
11-9199,"Managers, All Other",52.0903,Tourism and Travel Services Management.
11-9199,"Managers, All Other",52.0999,"Hospitality Administration/Management, Other."
11-9199,"Managers, All Other",52.2101,Telecommunications Management.
11-9199,"Managers, All Other",54.0101,"History, General."
11-9199,"Managers, All Other",54.0102,American  History (United States).
11-9199,"Managers, All Other",54.0103,European History.
11-9199,"Managers, All Other",54.0104,History and Philosophy of Science and Technology.
11-9199,"Managers, All Other",54.0105,Public/Applied History.
11-9199,"Managers, All Other",54.0106,Asian History.
11-9199,"Managers, All Other",54.0107,Canadian History.
