game_id,contestant_id,contestant_name,contestant_intro,occupation_phrase,occupation_text_for_model,is_winner,contestant_position,air_date,season_name,episode_num,clue_count,category_count,j_clue_count,dj_clue_count,fj_clue_count,proposed_onet_soc_code,proposed_soc_code,proposed_soc_title,proposed_soc_url,soc_uncertainty_level,soc_mapping_method,optional_soc_profile_text,cip_candidate_count,candidate_cip_codes,cip_mapping_status,clue_source_set
3825,7172,Lori Duff,"an attorney from Loganville, Georgia",attorney,attorney,1,3,2003-01-02,Season 19,4224,53,13,29,23,1,23-1011.00,23-1011,Lawyers,https://www.onetonline.org/link/summary/23-1011.00,medium_curated_match,Initial title or curated synonym,"attorney. Represent clients in criminal and civil litigation and other legal proceedings, draw up legal documents, or manage or advise clients on legal transactions. May specialize in a single area or may practice broadly in many areas of law.",26,22.0101|22.0201|22.0202|22.0203|22.0204|22.0205|22.0206|22.0207|22.0208|22.0209|22.0210|22.0211|22.0212|22.0213|22.0214|22.0215|22.0216|22.0217|22.0218|22.0219|22.0220|22.0221|22.0222|22.0223|22.0224|22.0299,multiple_possible_programs,wolle_season1_42
3824,7169,Jeff Lovingood,"a middle school teacher from Jacksonville, North Carolina",middle school teacher,middle school teacher,0,1,2003-01-03,Season 19,4225,59,13,28,30,1,25-2022.00,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",https://www.onetonline.org/link/summary/25-2022.00,low_contextual_role,school level,"middle school teacher. Teach one or more subjects to students at the middle, intermediate, or junior high school level.",40,13.0201|13.1203|13.1206|13.1207|13.1208|13.1211|13.1212|13.1213|13.1302|13.1305|13.1306|13.1307|13.1308|13.1309|13.1311|13.1312|13.1314|13.1315|13.1316|13.1317|13.1318|13.1321|13.1322|13.1323|13.1324|13.1325|13.1326|13.1327|13.1328|13.1330|13.1331|13.1332|13.1333|13.1337|13.1338|13.1339|13.1401|13.1402|13.1499|45.0199,multiple_possible_programs,wolle_season1_42
3824,7148,Kathleen Ellis,"a registered nurse from Red Oak, Texas",registered nurse,registered nurse,0,2,2003-01-03,Season 19,4225,59,13,28,30,1,29-1141.00,29-1141,Registered Nurses,https://www.onetonline.org/link/summary/29-1141.00,medium_curated_match,Initial title or curated synonym,"registered nurse. Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records. Administer nursing care to ill, injured, convalescent, or disabled patients. May advise patients on health maintenance and disease prevention or provide case management. Licensing or registration required.",21,51.3801|51.3802|51.3803|51.3805|51.3806|51.3808|51.3809|51.3810|51.3811|51.3812|51.3813|51.3814|51.3815|51.3816|51.3818|51.3819|51.3820|51.3821|51.3822|51.3824|51.3899,multiple_possible_programs,wolle_season1_42
3824,7170,Robert Niles,"an Internet editor from Pasadena, California",internet editor,internet editor,1,3,2003-01-03,Season 19,4225,59,13,28,30,1,27-3041.00,27-3041,Editors,https://www.onetonline.org/link/summary/27-3041.00,low_contextual_role,editing role,"internet editor. Plan, coordinate, revise, or edit written material. May review proposals and drafts for possible publication.",18,09.0100|09.0102|09.0401|09.0402|09.0908|09.1001|09.9999|23.1301|23.1302|23.1303|23.1304|23.1399|23.1401|23.1405|23.1499|52.0501|52.0502|52.0599,multiple_possible_programs,wolle_season1_42
3818,7148,Kathleen Ellis,"a registered nurse from Red Oak, Texas",registered nurse,registered nurse,0,1,2003-01-13,Season 19,4231,58,13,28,29,1,29-1141.00,29-1141,Registered Nurses,https://www.onetonline.org/link/summary/29-1141.00,medium_curated_match,Initial title or curated synonym,"registered nurse. Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records. Administer nursing care to ill, injured, convalescent, or disabled patients. May advise patients on health maintenance and disease prevention or provide case management. Licensing or registration required.",21,51.3801|51.3802|51.3803|51.3805|51.3806|51.3808|51.3809|51.3810|51.3811|51.3812|51.3813|51.3814|51.3815|51.3816|51.3818|51.3819|51.3820|51.3821|51.3822|51.3824|51.3899,multiple_possible_programs,wolle_season1_42
3818,7152,David Burkey,"a chemistry professor from La Mesa, California",chemistry professor,chemistry professor,0,2,2003-01-13,Season 19,4231,58,13,28,29,1,25-1199.00,25-1199,"Postsecondary Teachers, All Other",https://www.onetonline.org/link/summary/25-1199.00,low_contextual_role,unspecified teaching subject,chemistry professor. All postsecondary teachers not listed separately.,44,12.0509|13.1211|15.1503|16.1602|23.1301|23.1302|23.1303|23.1304|24.0101|24.0102|24.0103|30.0101|30.0501|30.0601|30.1201|30.1299|30.1401|30.1501|30.1801|30.2501|30.2502|30.2599|30.2601|30.2901|30.3001|30.3201|30.3301|30.3401|30.5201|30.5202|30.5203|30.5301|30.7001|30.7099|30.7101|30.7103|30.7199|40.1099|40.9999|43.0304|50.0411|51.2706|51.3204|51.3299,multiple_possible_programs,wolle_season1_42
3818,7153,Satish Pillalamarri,"a graduate business student from Baldwin, New York",graduate business student,graduate business student,1,3,2003-01-13,Season 19,4231,58,13,28,29,1,25-1011.00,25-1011,"Business Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1011.00,very_low_approximate,Closest occupation title by character similarity (0.451); unverified,"graduate business student. Teach courses in business administration and management, such as accounting, finance, human resources, labor and industrial relations, marketing, and operations research. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",49,13.1303|13.1310|30.1601|30.2801|30.7104|51.0702|52.0101|52.0201|52.0202|52.0203|52.0205|52.0206|52.0210|52.0211|52.0212|52.0213|52.0301|52.0303|52.0304|52.0305|52.0501|52.0599|52.0701|52.0702|52.0801|52.0804|52.0806|52.0807|52.0808|52.0810|52.0909|52.1001|52.1002|52.1003|52.1004|52.1101|52.1301|52.1302|52.1304|52.1401|52.1402|52.1403|52.1404|52.1499|52.1701|52.1801|52.2002|52.2099|52.2101,multiple_possible_programs,wolle_season1_42
3817,7148,Kathleen Ellis,"a registered nurse from Red Oak, Texas",registered nurse,registered nurse,0,1,2003-01-14,Season 19,4232,59,13,29,29,1,29-1141.00,29-1141,Registered Nurses,https://www.onetonline.org/link/summary/29-1141.00,medium_curated_match,Initial title or curated synonym,"registered nurse. Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records. Administer nursing care to ill, injured, convalescent, or disabled patients. May advise patients on health maintenance and disease prevention or provide case management. Licensing or registration required.",21,51.3801|51.3802|51.3803|51.3805|51.3806|51.3808|51.3809|51.3810|51.3811|51.3812|51.3813|51.3814|51.3815|51.3816|51.3818|51.3819|51.3820|51.3821|51.3822|51.3824|51.3899,multiple_possible_programs,wolle_season1_42
3817,7150,Rich Levine,"a software process engineer from Chandler, Arizona",software process engineer,software process engineer,1,2,2003-01-14,Season 19,4232,59,13,29,29,1,17-2199.00,17-2199,"Engineers, All Other",https://www.onetonline.org/link/summary/17-2199.00,low_contextual_role,unspecified engineering specialty,software process engineer. All engineers not listed separately.,32,14.0101|14.0103|14.0401|14.0702|14.0802|14.0805|14.1003|14.1004|14.1101|14.1201|14.1301|14.2401|14.2701|14.3301|14.3401|14.3601|14.3801|14.3901|14.4001|14.4101|14.4201|14.4301|14.4401|14.4501|14.4701|14.4801|14.4802|14.4899|14.9999|15.1502|15.1601|51.2312,multiple_possible_programs,wolle_season1_42
3817,7151,Penny Frisbie,"a systems engineer from Raleigh, North Carolina",systems engineer,systems engineer,0,3,2003-01-14,Season 19,4232,59,13,29,29,1,17-2199.00,17-2199,"Engineers, All Other",https://www.onetonline.org/link/summary/17-2199.00,low_contextual_role,unspecified engineering specialty,systems engineer. All engineers not listed separately.,32,14.0101|14.0103|14.0401|14.0702|14.0802|14.0805|14.1003|14.1004|14.1101|14.1201|14.1301|14.2401|14.2701|14.3301|14.3401|14.3601|14.3801|14.3901|14.4001|14.4101|14.4201|14.4301|14.4401|14.4501|14.4701|14.4801|14.4802|14.4899|14.9999|15.1502|15.1601|51.2312,multiple_possible_programs,wolle_season1_42
3816,7148,Kathleen Ellis,"a registered nurse from Red Oak, Texas",registered nurse,registered nurse,1,1,2003-01-15,Season 19,4233,50,12,27,23,0,29-1141.00,29-1141,Registered Nurses,https://www.onetonline.org/link/summary/29-1141.00,medium_curated_match,Initial title or curated synonym,"registered nurse. Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records. Administer nursing care to ill, injured, convalescent, or disabled patients. May advise patients on health maintenance and disease prevention or provide case management. Licensing or registration required.",21,51.3801|51.3802|51.3803|51.3805|51.3806|51.3808|51.3809|51.3810|51.3811|51.3812|51.3813|51.3814|51.3815|51.3816|51.3818|51.3819|51.3820|51.3821|51.3822|51.3824|51.3899,multiple_possible_programs,wolle_season1_42
3816,7149,Diane Eads,"an instructional designer from Salem, Oregon",instructional designer,instructional designer,0,2,2003-01-15,Season 19,4233,50,12,27,23,0,27-1029.00,27-1029,"Designers, All Other",https://www.onetonline.org/link/summary/27-1029.00,very_low_approximate,Closest occupation title by character similarity (0.525); unverified,instructional designer. All designers not listed separately.,3,50.0401|50.0404|50.0410,multiple_possible_programs,wolle_season1_42
3816,7146,Boyd Morrison,"a video game user testing manager from Seattle, Washington",video game user testing manager,video game user testing manager,0,3,2003-01-15,Season 19,4233,50,12,27,23,0,11-9199.00,11-9199,"Managers, All Other",https://www.onetonline.org/link/summary/11-9199.00,low_contextual_role,unspecified management role,video game user testing manager. All managers not listed separately.,127,09.0702|11.1005|25.0101|25.0103|30.0601|30.1202|30.3901|30.4001|30.4201|30.4501|30.4601|30.4701|30.5101|30.5201|30.5202|30.5203|39.0801|42.0101|42.2701|42.2702|42.2703|42.2704|42.2705|42.2706|42.2707|42.2708|42.2709|42.2710|42.2799|42.2801|42.2802|42.2803|42.2804|42.2805|42.2806|42.2807|42.2808|42.2809|42.2810|42.2811|42.2812|42.2813|42.2814|42.2899|42.9999|43.0100|43.0103|43.0115|43.0202|43.0301|43.0302|43.0303|43.0304|43.0404|44.0401|44.0402|44.0499|45.0101|45.0102|45.0103|45.0199|45.0201|45.0202|45.0203|45.0204|45.0205|45.0299|45.0301|45.0401|45.0501|45.0502|45.0599|45.0601|45.0602|45.0603|45.0604|45.0605|45.0699|45.0701|45.0702|45.0799|45.0901|45.0902|45.0999|45.1001|45.1002|45.1003|45.1004|45.1099|45.1101|45.1102|45.1103|45.1199|45.1201|45.1301|45.1501|45.9999|50.1001|50.1002|50.1004|50.1099|51.0719|51.2009|52.0101|52.0201|52.0206|52.0210|52.0211|52.0213|52.0214|52.0216|52.0701|52.0702|52.0703|52.0704|52.0903|52.0999|52.2101|54.0101|54.0102|54.0103|54.0104|54.0105|54.0106|54.0107|54.0108|54.0199,multiple_possible_programs,wolle_season1_42
3815,7146,Boyd Morrison,"a video game user testing manager from Seattle, Washington",video game user testing manager,video game user testing manager,0,1,2003-01-16,Season 19,4234,58,13,30,27,1,11-9199.00,11-9199,"Managers, All Other",https://www.onetonline.org/link/summary/11-9199.00,low_contextual_role,unspecified management role,video game user testing manager. All managers not listed separately.,127,09.0702|11.1005|25.0101|25.0103|30.0601|30.1202|30.3901|30.4001|30.4201|30.4501|30.4601|30.4701|30.5101|30.5201|30.5202|30.5203|39.0801|42.0101|42.2701|42.2702|42.2703|42.2704|42.2705|42.2706|42.2707|42.2708|42.2709|42.2710|42.2799|42.2801|42.2802|42.2803|42.2804|42.2805|42.2806|42.2807|42.2808|42.2809|42.2810|42.2811|42.2812|42.2813|42.2814|42.2899|42.9999|43.0100|43.0103|43.0115|43.0202|43.0301|43.0302|43.0303|43.0304|43.0404|44.0401|44.0402|44.0499|45.0101|45.0102|45.0103|45.0199|45.0201|45.0202|45.0203|45.0204|45.0205|45.0299|45.0301|45.0401|45.0501|45.0502|45.0599|45.0601|45.0602|45.0603|45.0604|45.0605|45.0699|45.0701|45.0702|45.0799|45.0901|45.0902|45.0999|45.1001|45.1002|45.1003|45.1004|45.1099|45.1101|45.1102|45.1103|45.1199|45.1201|45.1301|45.1501|45.9999|50.1001|50.1002|50.1004|50.1099|51.0719|51.2009|52.0101|52.0201|52.0206|52.0210|52.0211|52.0213|52.0214|52.0216|52.0701|52.0702|52.0703|52.0704|52.0903|52.0999|52.2101|54.0101|54.0102|54.0103|54.0104|54.0105|54.0106|54.0107|54.0108|54.0199,multiple_possible_programs,wolle_season1_42
3815,7147,Jonathan Moore,"an actor from North Hollywood, California",actor,actor,1,2,2003-01-16,Season 19,4234,58,13,30,27,1,27-2011.00,27-2011,Actors,https://www.onetonline.org/link/summary/27-2011.00,medium_curated_match,Initial title or curated synonym,"actor. Play parts in stage, television, radio, video, or film productions, or other settings for entertainment, information, or instruction. Interpret serious or comic role by speech, gesture, and body movement to entertain or inform audience. May dance and sing.",7,50.0501|50.0506|50.0507|50.0509|50.0511|50.0512|50.0599,multiple_possible_programs,wolle_season1_42
3815,7142,Sarah Mauldin,"a librarian from Austin, Texas",librarian,librarian,0,3,2003-01-16,Season 19,4234,58,13,30,27,1,25-4022.00,25-4022,Librarians and Media Collections Specialists,https://www.onetonline.org/link/summary/25-4022.00,medium_curated_match,Initial title or curated synonym,"librarian. Administer and maintain libraries or collections of information, for public or private access through reference or borrowing. Work in a variety of settings, such as educational institutions, museums, and corporations, and with various types of informational materials, such as books, periodicals, recordings, films, and databases. Tasks may include acquiring, cataloging, and circulating library materials, and user services such as locating and organizing information, providing instruction on how to access information, and setting up and operating a library's media equipment.",5,13.0501|13.1334|25.0101|25.0102|25.0199,multiple_possible_programs,wolle_season1_42
3814,7142,Sarah Mauldin,"a librarian from Austin, Texas",librarian,librarian,0,1,2003-01-17,Season 19,4235,61,13,30,30,1,25-4022.00,25-4022,Librarians and Media Collections Specialists,https://www.onetonline.org/link/summary/25-4022.00,medium_curated_match,Initial title or curated synonym,"librarian. Administer and maintain libraries or collections of information, for public or private access through reference or borrowing. Work in a variety of settings, such as educational institutions, museums, and corporations, and with various types of informational materials, such as books, periodicals, recordings, films, and databases. Tasks may include acquiring, cataloging, and circulating library materials, and user services such as locating and organizing information, providing instruction on how to access information, and setting up and operating a library's media equipment.",5,13.0501|13.1334|25.0101|25.0102|25.0199,multiple_possible_programs,wolle_season1_42
3814,7144,Maggie Linzer,"a postal clerk from Milford, New Jersey",postal clerk,postal clerk,0,2,2003-01-17,Season 19,4235,61,13,30,30,1,43-5051.00,43-5051,Postal Service Clerks,https://www.onetonline.org/link/summary/43-5051.00,very_low_approximate,Closest occupation title by character similarity (0.707); unverified,"postal clerk. Perform any combination of tasks in a United States Postal Service (USPS) post office, such as receive letters and parcels; sell postage and revenue stamps, postal cards, and stamped envelopes; fill out and sell money orders; place mail in pigeon holes of mail rack or in bags; and examine mail for correct postage. Includes postal service clerks employed by USPS contractors.",0,,no_crosswalk_program,wolle_season1_42
3814,7145,Phil Chapman,"a law student and former Navy SEAL from Williamsburg, Virginia",law student and former navy seal,law student and former navy seal,1,3,2003-01-17,Season 19,4235,61,13,30,30,1,27-2099.00,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",https://www.onetonline.org/link/summary/27-2099.00,very_low_multiple_roles,Closest occupation title by character similarity (0.175); unverified,"law student and former navy seal. All entertainers and performers, sports and related workers not listed separately.",5,09.0906|50.0501|50.0507|50.0512|50.0599,multiple_possible_programs,wolle_season1_42
3813,7142,Sarah Mauldin,"a librarian from Austin, Texas",librarian,librarian,1,1,2003-01-20,Season 19,4236,57,13,29,27,1,25-4022.00,25-4022,Librarians and Media Collections Specialists,https://www.onetonline.org/link/summary/25-4022.00,medium_curated_match,Initial title or curated synonym,"librarian. Administer and maintain libraries or collections of information, for public or private access through reference or borrowing. Work in a variety of settings, such as educational institutions, museums, and corporations, and with various types of informational materials, such as books, periodicals, recordings, films, and databases. Tasks may include acquiring, cataloging, and circulating library materials, and user services such as locating and organizing information, providing instruction on how to access information, and setting up and operating a library's media equipment.",5,13.0501|13.1334|25.0101|25.0102|25.0199,multiple_possible_programs,wolle_season1_42
3813,7143,Karen Wood,"an access services and systems librarian from Home, Pennsylvania",access services and systems librarian,access services and systems librarian,0,2,2003-01-20,Season 19,4236,57,13,29,27,1,25-4022.00,25-4022,Librarians and Media Collections Specialists,https://www.onetonline.org/link/summary/25-4022.00,low_multiple_roles,library role,"access services and systems librarian. Administer and maintain libraries or collections of information, for public or private access through reference or borrowing. Work in a variety of settings, such as educational institutions, museums, and corporations, and with various types of informational materials, such as books, periodicals, recordings, films, and databases. Tasks may include acquiring, cataloging, and circulating library materials, and user services such as locating and organizing information, providing instruction on how to access information, and setting up and operating a library's media equipment.",5,13.0501|13.1334|25.0101|25.0102|25.0199,multiple_possible_programs,wolle_season1_42
3813,7140,Mark Epstein,"an attorney from Philadelphia, Pennsylvania",attorney,attorney,0,3,2003-01-20,Season 19,4236,57,13,29,27,1,23-1011.00,23-1011,Lawyers,https://www.onetonline.org/link/summary/23-1011.00,medium_curated_match,Initial title or curated synonym,"attorney. Represent clients in criminal and civil litigation and other legal proceedings, draw up legal documents, or manage or advise clients on legal transactions. May specialize in a single area or may practice broadly in many areas of law.",26,22.0101|22.0201|22.0202|22.0203|22.0204|22.0205|22.0206|22.0207|22.0208|22.0209|22.0210|22.0211|22.0212|22.0213|22.0214|22.0215|22.0216|22.0217|22.0218|22.0219|22.0220|22.0221|22.0222|22.0223|22.0224|22.0299,multiple_possible_programs,wolle_season1_42
3811,7138,Charles Rosenthal,"a manager for an executive search firm from Coral Springs, Florida",manager for an executive search firm,manager for an executive search firm,1,1,2003-01-22,Season 19,4238,56,13,30,25,1,11-9199.00,11-9199,"Managers, All Other",https://www.onetonline.org/link/summary/11-9199.00,low_contextual_role,unspecified management role,manager for an executive search firm. All managers not listed separately.,127,09.0702|11.1005|25.0101|25.0103|30.0601|30.1202|30.3901|30.4001|30.4201|30.4501|30.4601|30.4701|30.5101|30.5201|30.5202|30.5203|39.0801|42.0101|42.2701|42.2702|42.2703|42.2704|42.2705|42.2706|42.2707|42.2708|42.2709|42.2710|42.2799|42.2801|42.2802|42.2803|42.2804|42.2805|42.2806|42.2807|42.2808|42.2809|42.2810|42.2811|42.2812|42.2813|42.2814|42.2899|42.9999|43.0100|43.0103|43.0115|43.0202|43.0301|43.0302|43.0303|43.0304|43.0404|44.0401|44.0402|44.0499|45.0101|45.0102|45.0103|45.0199|45.0201|45.0202|45.0203|45.0204|45.0205|45.0299|45.0301|45.0401|45.0501|45.0502|45.0599|45.0601|45.0602|45.0603|45.0604|45.0605|45.0699|45.0701|45.0702|45.0799|45.0901|45.0902|45.0999|45.1001|45.1002|45.1003|45.1004|45.1099|45.1101|45.1102|45.1103|45.1199|45.1201|45.1301|45.1501|45.9999|50.1001|50.1002|50.1004|50.1099|51.0719|51.2009|52.0101|52.0201|52.0206|52.0210|52.0211|52.0213|52.0214|52.0216|52.0701|52.0702|52.0703|52.0704|52.0903|52.0999|52.2101|54.0101|54.0102|54.0103|54.0104|54.0105|54.0106|54.0107|54.0108|54.0199,multiple_possible_programs,wolle_season1_42
3811,7136,Todd Simkin,"a derivatives trader from Wynnewood, Pennsylvania",derivatives trader,derivatives trader,0,2,2003-01-22,Season 19,4238,56,13,30,25,1,33-9021.00,33-9021,Private Detectives and Investigators,https://www.onetonline.org/link/summary/33-9021.00,very_low_weak_guess,Closest occupation title by character similarity (0.293); unverified,"derivatives trader. Gather, analyze, compile, and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment.",7,43.0107|43.0115|43.0120|43.0122|43.0123|43.0403|43.0405,multiple_possible_programs,wolle_season1_42
3811,7139,Peter Thurrell,"a stagehand from Chapel Hill, North Carolina",stagehand,stagehand,0,3,2003-01-22,Season 19,4238,56,13,30,25,1,51-6051.00,51-6051,"Sewers, Hand",https://www.onetonline.org/link/summary/51-6051.00,very_low_weak_guess,Closest occupation title by character similarity (0.257); unverified,"stagehand. Sew, join, reinforce, or finish, usually with needle and thread, a variety of manufactured items. Includes weavers and stitchers.",0,,no_crosswalk_program,wolle_season1_42
3810,7136,Todd Simkin,"a derivatives trader from Wynnewood, Pennsylvania",derivatives trader,derivatives trader,1,1,2003-01-23,Season 19,4239,61,13,30,30,1,33-9021.00,33-9021,Private Detectives and Investigators,https://www.onetonline.org/link/summary/33-9021.00,very_low_weak_guess,Closest occupation title by character similarity (0.293); unverified,"derivatives trader. Gather, analyze, compile, and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment.",7,43.0107|43.0115|43.0120|43.0122|43.0123|43.0403|43.0405,multiple_possible_programs,wolle_season1_42
3810,7134,Jen Bradbury,"a high school teacher from Burlington, Washington",high school teacher,high school teacher,0,2,2003-01-23,Season 19,4239,61,13,30,30,1,25-2031.00,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",https://www.onetonline.org/link/summary/25-2031.00,medium_curated_match,Initial title or curated synonym,high school teacher. Teach one or more subjects to students at the secondary school level.,92,13.0201|13.1203|13.1205|13.1206|13.1207|13.1208|13.1211|13.1212|13.1213|13.1302|13.1304|13.1305|13.1306|13.1307|13.1308|13.1309|13.1311|13.1312|13.1314|13.1315|13.1316|13.1317|13.1318|13.1321|13.1322|13.1323|13.1324|13.1325|13.1326|13.1328|13.1329|13.1330|13.1331|13.1332|13.1333|13.1335|13.1337|13.1338|13.1339|13.1401|13.1402|13.1499|16.0101|16.0300|16.0301|16.0302|16.0303|16.0399|16.0402|16.0500|16.0501|16.0599|16.0900|16.0901|16.0902|16.0905|16.0999|16.1001|16.1101|16.1102|16.1200|16.1202|16.1203|16.1299|16.1409|16.1499|16.1601|16.1602|16.9999|19.0101|23.0101|26.0101|27.0101|30.0101|30.3601|30.3801|30.4101|30.4501|40.0101|40.0501|40.0801|45.0101|45.0199|45.0601|45.1001|45.1002|45.1003|45.1099|50.0701|50.0901|54.0101|54.0102,multiple_possible_programs,wolle_season1_42
3810,7137,Eric Tengler,"a respiratory therapist from Chicago, Illinois",respiratory therapist,respiratory therapist,0,3,2003-01-23,Season 19,4239,61,13,30,30,1,29-1126.00,29-1126,Respiratory Therapists,https://www.onetonline.org/link/summary/29-1126.00,high_exact_title,Initial title or curated synonym,"respiratory therapist. Assess, treat, and care for patients with breathing disorders. Assume primary responsibility for all respiratory care modalities, including the supervision of respiratory therapy technicians. Initiate and conduct therapeutic procedures; maintain patient records; and select, assemble, check, and operate equipment.",1,51.0908,one_crosswalk_program,wolle_season1_42
3809,7134,Jen Bradbury,"a high school teacher from Burlington, Washington",high school teacher,high school teacher,0,1,2003-01-24,Season 19,4240,56,13,27,28,1,25-2031.00,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",https://www.onetonline.org/link/summary/25-2031.00,medium_curated_match,Initial title or curated synonym,high school teacher. Teach one or more subjects to students at the secondary school level.,92,13.0201|13.1203|13.1205|13.1206|13.1207|13.1208|13.1211|13.1212|13.1213|13.1302|13.1304|13.1305|13.1306|13.1307|13.1308|13.1309|13.1311|13.1312|13.1314|13.1315|13.1316|13.1317|13.1318|13.1321|13.1322|13.1323|13.1324|13.1325|13.1326|13.1328|13.1329|13.1330|13.1331|13.1332|13.1333|13.1335|13.1337|13.1338|13.1339|13.1401|13.1402|13.1499|16.0101|16.0300|16.0301|16.0302|16.0303|16.0399|16.0402|16.0500|16.0501|16.0599|16.0900|16.0901|16.0902|16.0905|16.0999|16.1001|16.1101|16.1102|16.1200|16.1202|16.1203|16.1299|16.1409|16.1499|16.1601|16.1602|16.9999|19.0101|23.0101|26.0101|27.0101|30.0101|30.3601|30.3801|30.4101|30.4501|40.0101|40.0501|40.0801|45.0101|45.0199|45.0601|45.1001|45.1002|45.1003|45.1099|50.0701|50.0901|54.0101|54.0102,multiple_possible_programs,wolle_season1_42
3809,7135,Rob Hicks,"a teleport maintenance engineer from Stockbridge, Georgia",teleport maintenance engineer,teleport maintenance engineer,1,2,2003-01-24,Season 19,4240,56,13,27,28,1,17-2199.00,17-2199,"Engineers, All Other",https://www.onetonline.org/link/summary/17-2199.00,low_contextual_role,unspecified engineering specialty,teleport maintenance engineer. All engineers not listed separately.,32,14.0101|14.0103|14.0401|14.0702|14.0802|14.0805|14.1003|14.1004|14.1101|14.1201|14.1301|14.2401|14.2701|14.3301|14.3401|14.3601|14.3801|14.3901|14.4001|14.4101|14.4201|14.4301|14.4401|14.4501|14.4701|14.4801|14.4802|14.4899|14.9999|15.1502|15.1601|51.2312,multiple_possible_programs,wolle_season1_42
3809,7130,Gabrielle DeBarros,"a writer and stay-at-home mom from Burbank, California",writer and stay at home mom,writer and stay at home mom,0,3,2003-01-24,Season 19,4240,56,13,27,28,1,27-3043.00,27-3043,Writers and Authors,https://www.onetonline.org/link/summary/27-3043.00,low_multiple_roles,writing role,"writer and stay at home mom. Originate and prepare written material, such as scripts, stories, advertisements, and other material.",19,09.0100|09.0101|09.0102|09.0401|09.0402|09.9999|19.0202|23.1301|23.1302|23.1303|23.1304|23.1399|23.1401|23.1405|23.1499|50.0504|50.0511|52.0501|52.0599,multiple_possible_programs,wolle_season1_42
3808,7130,Gabrielle DeBarros,"a writer and stay-at-home mom from Burbank, California",writer and stay at home mom,writer and stay at home mom,0,1,2003-01-27,Season 19,4241,55,13,27,27,1,27-3043.00,27-3043,Writers and Authors,https://www.onetonline.org/link/summary/27-3043.00,low_multiple_roles,writing role,"writer and stay at home mom. Originate and prepare written material, such as scripts, stories, advertisements, and other material.",19,09.0100|09.0101|09.0102|09.0401|09.0402|09.9999|19.0202|23.1301|23.1302|23.1303|23.1304|23.1399|23.1401|23.1405|23.1499|50.0504|50.0511|52.0501|52.0599,multiple_possible_programs,wolle_season1_42
3808,7132,Andrew Rogers,"a laboratory technologist from Katy, Texas",laboratory technologist,laboratory technologist,1,2,2003-01-27,Season 19,4241,55,13,27,27,1,29-2011.00,29-2011,Medical and Clinical Laboratory Technologists,https://www.onetonline.org/link/summary/29-2011.00,very_low_approximate,Closest occupation title by character similarity (0.699); unverified,"laboratory technologist. Perform complex medical laboratory tests for diagnosis, treatment, and prevention of disease. May train or supervise staff.",6,26.0401|51.1002|51.1005|51.1007|51.1010|51.1099,multiple_possible_programs,wolle_season1_42
3808,7133,Laura Ellis,"an editor from Columbus, Ohio",editor,editor,0,3,2003-01-27,Season 19,4241,55,13,27,27,1,27-3041.00,27-3041,Editors,https://www.onetonline.org/link/summary/27-3041.00,medium_curated_match,Initial title or curated synonym,"editor. Plan, coordinate, revise, or edit written material. May review proposals and drafts for possible publication.",18,09.0100|09.0102|09.0401|09.0402|09.0908|09.1001|09.9999|23.1301|23.1302|23.1303|23.1304|23.1399|23.1401|23.1405|23.1499|52.0501|52.0502|52.0599,multiple_possible_programs,wolle_season1_42
3807,7130,Gabrielle DeBarros,"a writer and stay-at-home mom from Burbank, California",writer and stay at home mom,writer and stay at home mom,0,1,2003-01-28,Season 19,4242,59,13,29,29,1,27-3043.00,27-3043,Writers and Authors,https://www.onetonline.org/link/summary/27-3043.00,low_multiple_roles,writing role,"writer and stay at home mom. Originate and prepare written material, such as scripts, stories, advertisements, and other material.",19,09.0100|09.0101|09.0102|09.0401|09.0402|09.9999|19.0202|23.1301|23.1302|23.1303|23.1304|23.1399|23.1401|23.1405|23.1499|50.0504|50.0511|52.0501|52.0599,multiple_possible_programs,wolle_season1_42
3807,7131,Evan Stoner,"a web developer from Seattle, Washington",web developer,web developer,1,2,2003-01-28,Season 19,4242,59,13,29,29,1,15-1254.00,15-1254,Web Developers,https://www.onetonline.org/link/summary/15-1254.00,high_exact_title,Initial title or curated synonym,"web developer. Develop and implement websites, web applications, application databases, and interactive web interfaces. Evaluate code to ensure that it is properly structured, meets industry standards, and is compatible with browsers and devices. Optimize website performance, scalability, and server-side code and processes. May develop website infrastructure and integrate websites with other computer applications.",4,11.0201|11.0701|11.0801|11.1004,multiple_possible_programs,wolle_season1_42
